"","lon","lat"
"465",-88.1352166,41.5278642
"466",-87.9828584,41.5444716
"467",-88.0847329,41.6807968
"468",-99.724949,32.430976
"469",-77.4710263,37.5507584
"470",-88.99147,37.742889
"471",-89.0739263,42.2659148
"472",-89.0077323,42.2695868
"473",-89.0994064,42.2983388
"474",-89.271294,40.7207946
"475",-84.9144267,40.8168794
"476",-85.1089426,41.1752138
"477",-94.5883841,39.1051705
"478",-85.1007065,41.1870233
"479",-85.2443947,41.0385522
"480",-85.1100159,41.0924421
"481",-73.953261,40.5924148
"482",-85.3726904,40.4677793
"483",-86.473636,40.0770882
"484",-86.3623863,40.7631713
"485",-85.7524047,38.3331853
"486",-85.7492741,38.2823148
"487",-87.1116937,39.5293481
"488",-122.3147205,47.5993753
"489",-87.1598346,38.6596091
"490",-84.8834278,39.111381
"491",-85.4786454,39.3440127
"492",-93.2628947,45.0122981
"493",-86.9401107,38.3959788
"494",-85.8303859,41.5635169
"495",-80.8526119,35.2073355
"496",-85.1326641,39.6563667
"497",-85.8345754,38.3012927
"498",-81.6897837,41.5031428
"499",-87.5901581,38.3610287
"500",-85.665461,40.5645967
"501",-113.4583955,37.1594294
"502",-87.1263477,39.0409409
"503",-86.0234447,40.0457603
"504",-86.1587928,39.9679498
"505",-86.1594079,39.9596046
"506",-86.1442253,39.9821468
"507",-85.9161569,39.9894966
"508",-85.7685869,39.7944852
"509",-86.1461245,38.2386383
"510",-81.9038767,34.9622257
"511",-86.3401688,39.779959
"512",-85.3632676,39.9434653
"513",-86.1261676,40.4468404
"514",-86.1568939,40.4863584
"515",-85.4878255,40.9047133
"516",-85.9017455,38.9522474
"517",-87.1388606,40.9343526
"518",-84.9838301,40.4393828
"519",-85.3638433,38.792688
"520",-73.9826587,40.7142219
"521",-86.0768772,39.4795429
"522",-83.7588171,42.2751593
"523",-85.6273599,40.4954418
"524",-87.4475437,41.6348372
"525",-87.3285546,41.4480971
"526",-97.3252439,32.7311551
"527",-87.5069985,41.5505356
"528",-87.5241296,41.6151446
"529",-79.9949158,40.4410742
"530",-87.5123163,41.5382242
"531",-87.2605891,41.5124924
"532",-73.9984746,40.7453063
"533",-86.5129187,38.85946
"534",-85.6933403,40.1305129
"535",-85.6812084,40.0955305
"536",-119.1786538,34.1901191
"537",-86.1958346,39.9090803
"538",-86.04093,39.900941
"539",-85.4129169,39.7877935
"540",-86.081429,39.6499115
"541",-86.1837364,39.7775523
"542",-86.0749049,39.7868112
"543",-86.1761174,39.7756075
"544",-86.1867987,39.7781772
"545",-86.1586104,41.4561658
"546",-80.0604556,26.6965157
"547",-74.003548,40.7376889
"548",-97.7504414,30.2655285
"549",-86.9055873,40.0664798
"550",-86.3556555,39.6076612
"551",-85.2960333,41.4483537
"552",-86.475328,38.5682995
"553",-86.732117,37.967592
"554",-87.0501984,41.5519314
"555",-73.9780325,40.7282888
"556",-86.8476013,39.621285
"557",-84.968994,40.1690952
"558",-85.2226698,39.3052516
"559",-82.2271309,41.4230828
"560",-118.3531118,34.0967036
"561",-117.1646634,32.7502007
"562",-86.6218586,41.2873712
"563",-84.99496,41.6342105
"564",-87.4127722,39.1256786
"565",-86.8062796,40.4011252
"566",-86.8391845,40.4345016
"567",-121.6583078,36.6624073
"568",-87.5712565,37.9830836
"569",-87.4958483,37.9628438
"570",-117.566507,33.872973
"571",-87.4088734,39.4196642
"572",-87.4069909,39.4858411
"573",-85.815747,40.806901
"574",-79.8888512,40.8670629
"575",-87.262921,38.0418134
"576",-86.1071817,38.6132502
"577",-84.8848032,39.8642159
"578",-86.1809594,41.6587874
"579",NA,NA
"580",-85.4648969,41.158229
"581",-94.4518351,41.3037367
"582",-94.7492952,40.9889917
"583",-77.0059359,38.8891533
"584",-79.8709296,43.2479913
"585",-73.9806403,40.6846997
"586",-87.2058678,30.4187299
"587",-92.3395639,42.5266507
"588",-92.3462029,42.4614133
"589",-92.4580897,42.5336466
"590",-81.4915049,31.1433059
"591",NA,NA
"592",-92.9204434,41.4089622
"593",-117.84688,33.744824
"594",-73.9788018,40.6101183
"595",-84.5173854,38.065762
"596",-75.3259811,40.6370358
"597",-94.8660012,42.0565188
"598",-73.9637006,40.6121782
"599",-77.0168743,38.8784194
"600",-95.5481112,42.7593414
"601",-75.2693792,39.9506093
"602",-96.0521604,41.149527
"603",-74.3037126,40.6562267
"604",-91.415252,42.8600074
"605",-83.2010114,35.0546124
"606",-76.8885688,40.2714916
"607",-90.5474925,41.8262989
"608",-97.9716321,30.3329446
"609",-117.1854088,32.6880275
"610",-90.4322017,42.6108029
"611",-93.746944,40.7514261
"612",-85.5937069,42.2915222
"613",-91.171111,40.8109638
"614",-95.1248033,43.4177136
"615",-90.6750809,42.492721
"616",-90.6859143,42.4962806
"617",-122.3354202,47.6066958
"618",-91.1063587,40.8165226
"619",-101.2896069,48.2293192
"620",-76.6915974,37.2776631
"621",-105.222583,39.756169
"622",-93.185346,42.743645
"623",-95.6506098,40.6204244
"624",-85.5103624,41.1705249
"625",-92.7649719,42.3588585
"626",-116.8890557,33.9317416
"627",-93.8122129,42.4525471
"628",-77.0124866,38.8967773
"629",-87.9201861,41.7908771
"630",-76.4259832,40.3492335
"631",-91.557989,40.963773
"632",-92.1178696,43.3812411
"633",-94.2326947,42.7327583
"634",-71.0350354,42.3371991
"635",-92.0734907,41.8020676
"636",-92.6705605,33.2184706
"637",-93.0509917,41.7034206
"638",-91.9655764,40.9862937
"639",-91.5478643,41.6638094
"640",-91.5480726,41.659487
"641",-91.5285792,41.6641482
"642",-92.085769,35.1101486
"643",-92.2057451,41.3230105
"644",-94.2257591,43.0565304
"645",-96.4030357,30.1527643
"646",-91.3835555,40.625953
"647",-91.6604322,41.9853036
"648",-91.6561527,41.978594
"649",-92.254255,34.758803
"650",-96.1715386,43.4238889
"651",-94.0170303,41.3283224
"652",-92.6297829,41.2995262
"653",-92.9109906,41.4132768
"654",-93.1117229,41.3111208
"655",-92.9069853,42.0495223
"656",-92.8083424,43.2894661
"657",-75.1599762,39.9850165
"658",-73.7980975,40.7093628
"659",-95.215739,41.0275676
"660",-91.0544985,41.4332299
"661",-75.3881484,40.044905
"662",-95.6235351,43.0887574
"663",-122.3247327,47.605888
"664",-95.3692562,40.7527521
"665",-95.0431997,40.7234542
"666",NA,NA
"667",-93.4605339,41.709352
"668",-90.0502485,41.1721749
"669",-93.6417635,41.6161525
"670",-93.6338247,41.589149
"671",-117.1589655,32.7169998
"672",-93.7897093,41.5973559
"673",-93.6097501,41.60142
"674",-93.6605648,41.6276862
"675",-95.8377327,41.269532
"676",-95.8347527,41.2685464
"677",-80.5567138,28.0647251
"678",-94.2226031,40.7187897
"679",-74.22175,41.4865403
"680",-90.5198013,41.5660801
"681",-90.557105,41.5430399
"682",-95.326998,41.6468754
"683",-77.0267154,38.9050298
"684",-94.1368208,45.5567212
"685",-96.0449321,42.9946175
"686",-89.6336051,42.6000503
"687",-74.2113945,40.7345337
"688",-93.6118077,42.0328049
"689",-94.3839097,41.0702556
"690",-71.1137737,42.550427
"691",-77.0264904,38.895654
"692",-91.6875347,41.2893139
"693",-93.3108803,40.7543226
"694",-94.1933805,42.4924492
"695",-93.7895012,38.3657621
"696",-96.4059744,42.5194638
"697",-88.3011613,41.702549
"698",-77.006122,38.8847801
"699",-121.9016843,37.4116947
"700",-95.3916647,37.9488038
"701",-118.3929976,34.0588082
"702",-95.1282386,39.5366253
"703",-98.4836463,37.0151954
"704",-98.1060611,39.4656241
"705",-71.053022,42.3329469
"706",-82.3906327,34.8358759
"707",-78.7937054,35.59185
"708",-94.7100479,37.8063647
"709",-85.311588,35.034466
"710",-122.3942382,37.6462595
"711",-97.1480114,37.7243585
"712",-96.858427,37.8182791
"713",-78.6233356,42.7737488
"714",-75.8730327,41.2473793
"715",-89.3214589,31.3359372
"716",-74.3401662,40.5988773
"717",-88.705037,34.25774
"718",-122.6473931,38.2404942
"719",-79.1884801,37.3776408
"720",-77.9460677,34.2447148
"721",-99.3327479,37.2680977
"722",-97.038391,37.133018
"723",-97.7294892,30.2633143
"724",-94.8585888,37.5158649
"725",-74.0071027,40.2135703
"726",-118.2015928,33.8086474
"727",-97.2058861,38.9253608
"728",-96.941767,38.680621
"729",-95.2485837,38.9789308
"730",-96.8399365,39.0305701
"731",-99.299245,38.878486
"732",-98.2186722,38.7435018
"733",-100.8683424,37.9696779
"734",-100.017296,37.786301
"735",-118.2607658,34.0364534
"736",-96.851104,39.0140681
"737",-80.846212,35.2324752
"738",-99.84554,39.3721547
"739",-82.3970284,34.855881
"740",-81.9555486,33.467677
"741",-74.1265308,40.6608329
"742",-101.7426286,37.9846055
"743",-81.274703,28.80107
"744",-98.0174049,37.1552583
"745",-97.3331749,38.0244914
"746",-95.9863353,36.7506442
"747",-99.9032967,38.0833198
"748",-95.7511831,39.4791373
"749",-75.565344,39.660572
"750",-98.1998547,39.7862551
"751",-94.8229695,38.852603
"752",-94.7252854,38.9371122
"753",-94.669175,38.8962752
"754",-94.6921139,38.9957761
"755",-94.6436628,38.9270913
"756",-94.651331,38.9107749
"757",-94.6698877,38.9037577
"758",-101.251419,37.9459952
"759",-98.1231889,37.6476002
"760",-99.3016899,37.6055088
"761",-95.3673142,41.9991793
"762",-95.111086,37.1592168
"763",-94.9058041,39.2823835
"764",-77.8552865,38.8665898
"765",NA,NA
"766",-75.5744059,41.4747546
"767",-96.1955313,38.4115032
"768",-97.670796,38.378675
"769",-97.6835542,38.5728915
"770",-97.5168558,38.205397
"771",-97.01045,38.3426807
"772",-74.2720084,39.6790074
"773",-115.1233014,36.1760599
"774",-100.3344025,37.2863105
"775",-94.8491211,38.569485
"776",-118.2561181,34.0444684
